session_id,user_id,return_user,day_of_week,time_of_day,session_duration,num_pages_viewed,num_items_carted,has_viewed_shipping_info,scroll_depth,cart_value,discount_applied,shipping_fee,free_shipping_eligible,device_type,browser,referral_source,location,if_payment_page_reached,most_viewed_category,abandoned,time_per_item,is_weekend,pages_per_minute,scroll_ratio,avg_item_price,shipping_to_cart_ratio,discount_to_cart_ratio,day_sin,day_cos,time_sin,time_cos,pca1,pca2,log_cart_value,cart_value_bin
S1,U328,0,0,0,-0.8618906141981747,-1.6544801050223488,0.1643982496574701,0,-0.6483925003852145,0.1559346111753518,0,1.466059806536101,0,0,0,0,0,1,0,1,-5.242699456922176,1,0.0,0.0,0.9485174659720975,1.2682895661765976,0.0,0.0,1.0,0.0,1.0,-4.59993468163178e-05,-0.11063932979001927,0.1449092039231369,Medium
S2,U58,1,1,1,-1.4200585517606883,-1.6544801050223488,0.5109862672065991,0,-0.917876984088769,1.2024321582042792,0,0.2963543765560261,0,1,1,1,1,0,1,0,-2.7790542386270003,0,0.0,0.0,2.353159439641298,0.13455777761511362,0.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,-8.330689331787455e-05,-0.004005864143237334,0.789562276176402,High
S3,U13,1,2,2,-0.903998020014294,-1.10647771487068,1.5507503198539865,1,1.468985585857,0.9374663057694478,0,-1.0183558587934791,1,1,2,2,2,0,2,0,-0.5829423398728761,0,0.0,0.0,0.6045243349411119,-0.5256121645888691,0.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,-0.0002973186636052743,0.06065268772909589,0.6613810915235397,High
S4,U380,0,3,3,0.7871529066005497,-1.10647771487068,1.204162302304857,0,0.9300166184498908,1.33893721903362,0,-1.0183558587934791,1,2,0,1,3,1,3,0,0.6536933643362526,1,-84.34023724685365,0.0,1.1119242119362096,-0.43539255799872806,0.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,84.33961591280273,0.01884889776509931,0.8496966462985168,High
S5,U141,0,0,0,1.483393965560106,1.450866772503773,-1.221953820539046,0,0.5835365679738922,-0.9134581636445348,1,-0.0419901693059789,0,2,3,3,4,1,3,0,0.0,1,58.68434709275423,0.4021985884802353,0.0,-0.4852008123967569,11.555104930897958,0.0,1.0,0.0,1.0,-58.67975944590411,11.611328927588213,-2.4471273246801752,Low
S6,U126,0,3,0,-1.3593455480258183,0.1721945288165463,0.8575742847557282,1,-0.1094235329781053,1.887803896076346,0,1.5530626897577595,0,0,3,3,5,1,4,1,-1.5851053047993562,1,0.0,-0.635464632530129,2.201329878512004,0.537800607537064,0.0,0.43388373911755823,-0.900968867902419,0.0,1.0,-0.0012693178048731545,-0.011321537326208274,1.0604963157044094,High
S7,U115,0,4,3,-1.2849231563508166,-1.6544801050223488,0.5109862672065991,1,0.1215631673392271,0.4067920529714298,1,-0.3513337540940978,0,1,4,1,6,0,5,0,-2.514594302847093,0,0.0,0.0,0.7960919482146432,-0.24974107107870686,0.7108371119155795,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-0.0009057236188689396,0.7683515640228733,0.341311972590809,Medium
S8,U72,1,0,3,1.2728569364795088,-0.0104729345673431,-0.528777785440788,0,-0.6483925003852145,-0.6264633893351589,1,0.7893707148120908,0,0,3,0,7,0,5,0,0.0,1,-0.49367376335203866,0.0,0.0,2.1132352017841707,2.6771137592648406,0.0,1.0,-1.0,-1.8369701987210297e-16,0.49283818011506253,2.5303633355814186,-0.9847392586912995,Low
S9,U378,1,4,3,-1.1439123089666026,-0.1931403979512326,-1.221953820539046,0,1.353492235698334,-1.2879498355117929,0,-1.0183558587934791,1,2,4,2,8,0,3,0,0.0,0,0.0,0.0,0.0,3.5365738514261897,-0.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-0.002299886464352163,-0.2566756253460585,,Low
S10,U53,1,0,2,1.456954431675566,-1.10647771487068,0.8575742847557282,0,-0.5713969336127703,0.8190299111967558,1,-1.0183558587934791,1,0,3,1,9,1,6,0,1.6989250465813182,1,-45.566739390669014,0.0,0.9550541868568839,-0.5598345868449704,0.5497435714743641,0.0,1.0,1.2246467991473532e-16,-1.0,45.56492149523134,0.643246156270999,0.5983033431593124,High
S11,U347,0,2,1,-0.5181766736991531,-0.7411427881029011,-0.1821897678916589,0,0.2755543008841155,0.150860533664923,0,-1.0183558587934791,1,1,1,0,1,0,5,0,0.0,0,0.0,0.0,0.0,-0.8848646982015433,0.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,-0.00024509047037114,0.08087620264033726,0.1405099526890877,Medium
S12,U380,1,5,0,-1.2369402985603548,1.085531845735994,0.1643982496574701,0,-0.4559035834541041,-0.5202790355803315,0,1.4467258324868435,0,2,0,1,10,0,5,1,-7.524047860227017,0,0.0,-0.4199817676882617,-3.164748022952509,3.01576528813367,0.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,-0.002817506993578799,-0.19305738560093738,-0.7345506682402729,Medium
S13,U457,1,5,1,-1.2721930104064083,-1.4718126416384592,0.5109862672065991,0,-0.3019124499092157,0.0992534526442202,0,-1.0183558587934791,1,2,1,0,9,0,1,0,-2.4896814103460874,0,0.0,0.0,0.19423898255976144,-0.9264067866640361,0.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,-0.001494495431821918,0.14908221356086487,0.09463126998285158,Medium
S14,U280,0,4,3,1.403096121910762,1.450866772503773,1.5507503198539865,1,0.4295454344290038,1.9572321273775797,0,-0.3126658059955829,0,1,1,0,11,0,5,0,0.9047853184017869,0,62.042795921691635,0.29606125287970697,1.262119441356534,-0.10572920640925448,0.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-62.045461354637496,0.12504418982769477,1.0842537387624416,High
S15,U45,0,4,0,-1.6159069509054298,-0.0104729345673431,-1.568541838088175,0,-1.6108370850407665,-1.4596021649499575,0,0.8957075720830066,0,0,4,0,1,0,7,1,0.0,0,0.0,0.0,0.0,-1.9488758765540912,-0.0,-0.433883739117558,-0.9009688679024191,0.0,1.0,-0.0001891220112055508,0.16348789751402687,,Low
S16,U303,0,3,0,-0.7120665888524473,1.268199309119883,0.8575742847557282,0,-1.6878326518132107,0.7599973508924988,0,-1.0183558587934791,1,1,0,2,12,1,5,0,-0.8303264236231999,1,0.0,-1.3308891115739123,0.8862175142168316,-0.5786121543177712,0.0,0.43388373911755823,-0.900968867902419,0.0,1.0,-0.002775983360041915,0.14612464879142023,0.5653123038742109,High
S17,U217,0,6,1,1.4050546059022095,0.5375294555843254,-0.528777785440788,0,-1.30285481795099,-0.667427283382767,0,-1.0183558587934791,1,0,0,1,7,0,1,0,0.0,0,22.95410242390552,-2.4237831144243285,0.0,-3.0620547264120064,0.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,-22.955063286359383,0.33031753882942566,-1.1008967462036603,Low
S18,U17,0,0,1,0.6030554114044926,1.450866772503773,1.204162302304857,0,-0.417405800067882,1.50489668102106,0,-1.0183558587934791,1,1,3,1,13,1,7,0,0.5008090771901754,1,144.35158810280075,-0.2876940929231988,1.249745717948963,-0.40654605298066476,0.0,0.0,1.0,1.0,6.123233995736766e-17,-144.35482463224056,0.211961209779222,0.9182474885848523,High
S19,U16,0,0,0,0.1584795453459291,0.5375294555843254,-1.568541838088175,0,0.9300166184498908,-1.4596021649499575,0,0.6346989224180313,0,1,4,1,14,1,2,1,0.0,1,203.50744485454183,1.7301686610623213,0.0,-1.3809746141799368,-0.0,0.0,1.0,0.0,1.0,-203.5104091473023,0.3354691305438945,,Low
