session_id,user_id,return_user,day_of_week,time_of_day,session_duration,num_pages_viewed,num_items_carted,has_viewed_shipping_info,scroll_depth,cart_value,discount_applied,shipping_fee,free_shipping_eligible,device_type,browser,referral_source,location,if_payment_page_reached,most_viewed_category,abandoned,time_per_item,is_weekend,pages_per_minute,scroll_ratio,avg_item_price,shipping_to_cart_ratio,discount_to_cart_ratio,day_sin,day_cos,time_sin,time_cos
S1,U328,-0.8294631947960625,0,0,-0.8618906141981747,-1.6544801050223488,0.1643982496574701,-0.667558640235156,-0.6483925003852145,0.1559346111753518,-0.6204137361976995,1.466059806536101,-0.8254617768210265,0,0,0,0,1.005180059808332,0,1,-5.242699456922176,1,0.0,0.0,0.9485174659720975,1.2682895661765976,-0.536720442661427,0.0,1.0,0.0,1.0
S2,U58,1.2051971358565847,1,1,-1.4200585517606883,-1.6544801050223488,0.5109862672065991,-0.667558640235156,-0.917876984088769,1.2024321582042792,-0.6204137361976995,0.2963543765560261,-0.8254617768210265,1,1,1,1,-0.9945150193859628,1,0,-2.7790542386270003,0,0.0,0.0,2.353159439641298,0.13455777761511362,-0.28169482264713425,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
S3,U13,1.2051971358565847,2,2,-0.903998020014294,-1.10647771487068,1.5507503198539865,1.497496409176161,1.468985585857,0.9374663057694478,-0.6204137361976995,-1.0183558587934791,1.2110393173097955,1,2,2,2,-0.9945150193859628,2,0,-0.5829423398728761,0,0.0,0.0,0.6045243349411119,-0.5256121645888691,-0.3202191100563721,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
S4,U380,-0.8294631947960625,3,3,0.7871529066005497,-1.10647771487068,1.204162302304857,-0.667558640235156,0.9300166184498908,1.33893721903362,-0.6204137361976995,-1.0183558587934791,1.2110393173097955,2,0,1,3,1.005180059808332,3,0,0.6536933643362526,1,-84.34023724685365,0.0,1.1119242119362096,-0.43539255799872806,-0.265254548582555,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
S5,U141,-0.8294631947960625,0,0,1.483393965560106,1.450866772503773,-1.221953820539046,-0.667558640235156,0.5835365679738922,-0.9134581636445348,1.6112903508443843,-0.0419901693059789,-0.8254617768210265,2,3,3,4,1.005180059808332,3,0,0.0,1,58.68434709275423,0.4021985884802353,0.0,-0.4852008123967569,18.618629078150246,0.0,1.0,0.0,1.0
S6,U126,-0.8294631947960625,3,0,-1.3593455480258183,0.1721945288165463,0.8575742847557282,1.497496409176161,-0.1094235329781053,1.887803896076346,-0.6204137361976995,1.5530626897577595,-0.8254617768210265,0,3,3,5,1.005180059808332,4,1,-1.5851053047993562,1,0.0,-0.635464632530129,2.201329878512004,0.537800607537064,-0.21483928913616832,0.43388373911755823,-0.900968867902419,0.0,1.0
S7,U115,-0.8294631947960625,4,3,-1.2849231563508166,-1.6544801050223488,0.5109862672065991,1.497496409176161,0.1215631673392271,0.4067920529714298,1.6112903508443843,-0.3513337540940978,-0.8254617768210265,1,4,1,6,-0.9945150193859628,5,0,-2.514594302847093,0,0.0,0.0,0.7960919482146432,-0.24974107107870686,1.145364979451663,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
S8,U72,1.2051971358565847,0,3,1.2728569364795088,-0.0104729345673431,-0.528777785440788,-0.667558640235156,-0.6483925003852145,-0.6264633893351589,1.6112903508443843,0.7893707148120908,-0.8254617768210265,0,3,0,7,-0.9945150193859628,5,0,0.0,1,-0.49367376335203866,0.0,0.0,2.1132352017841707,4.313607568416174,0.0,1.0,-1.0,-1.8369701987210297e-16
S9,U378,1.2051971358565847,4,3,-1.1439123089666026,-0.1931403979512326,-1.221953820539046,-0.667558640235156,1.353492235698334,-1.2879498355117929,-0.6204137361976995,-1.0183558587934791,1.2110393173097955,2,4,2,8,-0.9945150193859628,3,0,0.0,0,0.0,0.0,0.0,3.5365738514261897,2.154589653072716,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
S10,U53,1.2051971358565847,0,2,1.456954431675566,-1.10647771487068,0.8575742847557282,-0.667558640235156,-0.5713969336127703,0.8190299111967558,1.6112903508443843,-1.0183558587934791,1.2110393173097955,0,3,1,9,1.005180059808332,6,0,1.6989250465813182,1,-45.566739390669014,0.0,0.9550541868568839,-0.5598345868449704,0.885796512155373,0.0,1.0,1.2246467991473532e-16,-1.0
S11,U347,-0.8294631947960625,2,1,-0.5181766736991531,-0.7411427881029011,-0.1821897678916589,-0.667558640235156,0.2755543008841155,0.150860533664923,-0.6204137361976995,-1.0183558587934791,1.2110393173097955,1,1,0,1,-0.9945150193859628,5,0,0.0,0,0.0,0.0,0.0,-0.8848646982015433,-0.5390868120414103,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
S12,U380,1.2051971358565847,5,0,-1.2369402985603548,1.085531845735994,0.1643982496574701,-0.667558640235156,-0.4559035834541041,-0.5202790355803315,-0.6204137361976995,1.4467258324868435,-0.8254617768210265,2,0,1,10,-0.9945150193859628,5,1,-7.524047860227017,0,0.0,-0.4199817676882617,-3.164748022952509,3.01576528813367,-1.293280432195059,-0.9749279121818236,-0.2225209339563146,0.0,1.0
S13,U457,1.2051971358565847,5,1,-1.2721930104064083,-1.4718126416384592,0.5109862672065991,-0.667558640235156,-0.3019124499092157,0.0992534526442202,-0.6204137361976995,-1.0183558587934791,1.2110393173097955,2,1,0,9,-0.9945150193859628,1,0,-2.4896814103460874,0,0.0,0.0,0.19423898255976144,-0.9264067866640361,-0.5643955310809472,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
S14,U280,-0.8294631947960625,4,3,1.403096121910762,1.450866772503773,1.5507503198539865,1.497496409176161,0.4295454344290038,1.9572321273775797,-0.6204137361976995,-0.3126658059955829,-0.8254617768210265,1,1,0,11,-0.9945150193859628,5,0,0.9047853184017869,0,62.042795921691635,0.29606125287970697,1.262119441356534,-0.10572920640925448,-0.20979541323591366,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
S15,U45,-0.8294631947960625,4,0,-1.6159069509054298,-0.0104729345673431,-1.568541838088175,-0.667558640235156,-1.6108370850407665,-1.4596021649499575,-0.6204137361976995,0.8957075720830066,-0.8254617768210265,0,4,0,1,-0.9945150193859628,7,1,0.0,0,0.0,0.0,0.0,-1.9488758765540912,1.349892980302326,-0.433883739117558,-0.9009688679024191,0.0,1.0
S16,U303,-0.8294631947960625,3,0,-0.7120665888524473,1.268199309119883,0.8575742847557282,-0.667558640235156,-1.6878326518132107,0.7599973508924988,-0.6204137361976995,-1.0183558587934791,1.2110393173097955,1,0,2,12,1.005180059808332,5,0,-0.8303264236231999,1,0.0,-1.3308891115739123,0.8862175142168316,-0.5786121543177712,-0.3525083352444174,0.43388373911755823,-0.900968867902419,0.0,1.0
